Role,Module,Screen,Issue Found,Issue Fixed,Status,Route,Pass/Fail,HTTP
AI SDLC Governance Owner,Frameworks,Framework — ITDRM,,,PASS,/framework/ITDRM,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — ITPP,,,PASS,/framework/ITPP,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — Nginx Baselining,,,PASS,/framework/Nginx%20Baselining,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — OS Baselining,,,PASS,/framework/OS%20Baselining,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — PCI DSS,,,PASS,/framework/PCI%20DSS,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — RBI Cyber Security,,,PASS,/framework/RBI%20Cyber%20Security,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — SOC2,,,PASS,/framework/SOC2,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — VAPT,,,PASS,/framework/VAPT,PASS,200
AI SDLC Governance Owner,Operations,AI Ops Summary — Business,,,PASS,/mvp/ai-ops-assistant/summary/business,PASS,200
AI SDLC Governance Owner,Operations,AI Ops Summary — Technical,,,PASS,/mvp/ai-ops-assistant/summary/technical,PASS,200
AI SDLC Governance Owner,Operations,AI Ops Summary — Executive,,,PASS,/mvp/ai-ops-assistant/summary/executive,PASS,200
AI SDLC Governance Owner,Operations,AI Ops Summary — Audit,,,PASS,/mvp/ai-ops-assistant/summary/audit,PASS,200
AI SDLC Governance Owner,Operations,AI Ops Summary — Compliance,,,PASS,/mvp/ai-ops-assistant/summary/compliance,PASS,200
AI SDLC Governance Owner,Operations,AI Ops Summary — Evidence,,,PASS,/mvp/ai-ops-assistant/summary/evidence,PASS,200
AI SDLC Governance Owner,Operations,AI Ops Summary — Incident,,,PASS,/mvp/ai-ops-assistant/summary/incident,PASS,200
AI SDLC Governance Owner,Operations,AI Ops Summary — Root_Cause,,,PASS,/mvp/ai-ops-assistant/summary/root_cause,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,AI SDLC Report Detail,,,PASS,/mvp/ai-sdlc/reports/app-compliance,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,AI SDLC Evidence Viewer,,,PASS,/mvp/ai-sdlc/evidence/view/EV-AISDLC-0001,PASS,200
AI SDLC Governance Owner,Evidence,Evidence Review — ASST,,,PASS,/evidence/review?framework_name=ASST&control_name=ASST-01%20%E2%80%94%20Application%20Security%20Posture&evidence_id=EVD-ASS-011,PASS,200
